Participant (AnonID),QKset,QKRset,Mating,Baseline Dataset,Repeat order for Participant,Qamt,Kamt,SD,Factor Pair,Factor Pair Role,Outcome,Conclusion,Excl Basis,Difficulty,Skill Level,WritingType,QVariation,KVariation,Comparable,NeedOriginals,Comment,Limitation Count,L1_QClarity,L2_KClarity,L3_QQuantity,L4_KQuantity,L5_Insuff,L6_NotComp,L7_Unexp,L8_Distortion,IF-A_Abbrev,IF-B_Align,IF-C_Arrange,IF-D_BaselineRel,IF-E_ConnStrokes,IF-F_HeightRel,IF-G_TermStrokes,IF-H_Formation,IF-I_PenLifts,IF-J_PenPres,IF-L_Punc,IF-K_Rhythm,IF-M_Size,IF-N_Skill,IF-O_Slant,IF-P_Spacing,IF-Q_Symbol
AHE44F,QK835,QK835,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Med,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK839,QK839,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK845,QK845,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE44F,QK848,QK848,N,Yes,0, QL, K1, D,,,NC,NoConc,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,,,2,No,No,No,Yes,No,Yes,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AHE44F,QK849,QK849,M,Yes,0, QL, K5, S,,,TP,Written,,VEasy,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK851,QK851,N,Yes,0, QL, K1, D,QK730-QK851,QL-Kx-D,NC,NoConc,,Diff,MedSkill,DisconnPrint,MedVar,MedVar,CommonCombo,,,3,No,No,No,Yes,Yes,Yes,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AHE44F,QK855,QK855,N,Yes,0, QL, K1, S,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK865,QK865,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,2,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
AHE44F,QK874,QK874,M,Yes,0, QS, K1, D,QK873-QK874,QS-Kx-D,TP,Written,,Easy,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE44F,QK877,QK877,M,Yes,0, QL, K5, S,,,TP,Written,,Easy,MedSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK886,QK886,M,Yes,0, QA, K1, S,,,TP,Written,,Easy,MedSkill,ConnectedCursive,MedVar,MedVar,SameText,,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE44F,QK900,QK900,M,Yes,0, QS, K3, D,QK900-QK901,QS-K3-x,CA,ProbWritten,,Med,MedSkill,ConnectedPrint,LargeVar,LargeVar,CommonWords,No,,2,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE44F,QK904,QK904,M,Yes,0, QS, K5, D,QK658-QK904,QS-Kx-D,TP,Written,,Easy,LowSkill,ConnectedCursive,MedVar,MedVar,CommonWords,,,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AHE118,QK648,QK325-QK648,M,Yes,1, QL, K1, S,,,TP,Written,,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK325,QK325-QK648,M,No,2, QL, K1, S,,,TP,Written,,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE118,QK331,QK331,M,Yes,0, QL, K3, D,,,CA,ProbWritten,,VDiff,LowSkill,Mixed,LargeVar,LargeVar,CommonWords,No,,3,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
AHE118,QK332,QK332,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedCursive,LimitedVar,LimitedVar,CommonCombo,No,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK338,QK338,N,Yes,0, QS, K1, D,QK338-QK344,QS-Kx-D,CN,ProbNot,Mix,VDiff,LowSkill,ConnectedPrint,LimitedVar,LimitedVar,CommonCombo,Yes,,4,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK662,QK340-QK662,N,Yes,1, QL, K3, S,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE118,QK340,QK340-QK662,N,No,2, QL, K3, S,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LimitedVar,MedVar,SameText,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK347,QK347,N,Yes,0, QS, K5, D,QK334-QK347,QS-Kx-D,TN,NotWritten,Mix,Med,LowSkill,DisconnPrint,LimitedVar,LargeVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK360,QK360,M,Yes,0, QS, K3, D,QK359-QK360,Qx-K3-D,TP,Written,,Easy,MedSkill,ConnectedCursive,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK373,QK373,N,Yes,0, QS, K5, S,QK373-QK465,QS-Kx-S,CN,ProbNot,Details,VDiff,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK380,QK380,M,Yes,0, QS, K3, S,QK379-QK380,Qx-K3-S,TP,Written,,Med,MedSkill,ConnectedCursive,MedVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK389,QK389,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedPrint,MedVar,MedVar,CommonCombo,No,,2,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK395,QK395,N,Yes,0, QL, K3, D,,,TN,NotWritten,Mix,Med,MedSkill,ConnectedPrint,MedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK397,QK397,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Diff,LowSkill,DisconnPrint,LimitedVar,MedVar,SameText,Yes,,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK398,QK398,M,Yes,0, QL, K3, D,,,TP,Written,,Easy,HighSkill,ConnectedPrint,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK634,QK408-QK634,N,Yes,1, QL, K3, S,QK408-QK634,Qx-K3-S,TN,NotWritten,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AHE118,QK408,QK408-QK634,N,No,2, QL, K3, S,QK409-QK634,Qx-K3-S,TN,NotWritten,Mix,Med,MedSkill,DisconnPrint,LimitedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK417,QK417,M,Yes,0, QL, K3, S,,,TP,Written,,Easy,MedSkill,ConnectedCursive,MedVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK429,QK429,N,Yes,0, QL, K5, D,,,CN,ProbNot,Mix,Diff,HighSkill,ConnectedCursive,MedVar,LimitedVar,CommonWords,Yes,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK435,QK435,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,VDiff,MedSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,No,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK437,QK437,M,Yes,0, QL, K1, S,,,TP,Written,,Easy,LowSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK439,QK439,M,Yes,0, QL, K5, D,,,CA,ProbWritten,,Diff,LowSkill,DisconnPrint,MedVar,LargeVar,CommonWords,No,,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AHE118,QK442,QK442-QK727,M,Yes,1, QL, K3, S,QK442-QK727,Qx-K3-S,TP,Written,,VEasy,MedSkill,ConnectedPrint,LimitedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK727,QK442-QK727,M,No,2, QL, K3, S,QK531-QK727,Qx-K3-S,TP,Written,,Easy,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK450,QK450,M,Yes,0, QA, K1, D,,,CA,ProbWritten,,Diff,LowSkill,ConnectedCursive,LimitedVar,LargeVar,CommonCombo,No,,3,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK462,QK462,N,Yes,0, QL, K5, D,,,CN,ProbNot,Details,Diff,LowSkill,ConnectedPrint,LargeVar,MedVar,CommonCombo,Yes,,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AHE118,QK464,QK464,N,Yes,0, QL, K1, D,,,CN,ProbNot,Details,VDiff,MedSkill,ConnectedPrint,MedVar,MedVar,CommonCombo,No,,3,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK472,QK472-QK744,N,Yes,1, QL, K1, S,,,IA,ProbWritten,,Med,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,Yes,,1,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK744,QK472-QK744,N,No,2, QL, K1, S,,,FP,Written,,Easy,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK475,QK475-QK793,N,Yes,1, QL, K1, S,QK475-QK793,QL-Kx-S,TN,NotWritten,Mix,Med,HighSkill,ConnectedPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK793,QK475-QK793,N,No,2, QL, K1, S,QK776-QK793,QL-Kx-S,TN,NotWritten,Mix,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK841,QK478-QK841,M,Yes,1, QL, K1, S,,,TP,Written,,Easy,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK478,QK478-QK841,M,No,2, QL, K1, S,,,TP,Written,,Easy,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
AHE118,QK488,QK488,N,Yes,0, QL, K1, S,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK496,QK496,M,Yes,0, QL, K5, D,,,TP,Written,,Easy,MedSkill,DisconnPrint,MedVar,MedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK499,QK499,N,Yes,0, QS, K3, D,QK499-QK765,QS-K3-x,CN,ProbNot,Mix,Diff,LowSkill,DisconnPrint,LimitedVar,LargeVar,CommonCombo,No,,4,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AHE118,QK500,QK500,N,Yes,0, QL, K5, D,,,TN,NotWritten,Mix,Med,MedSkill,ConnectedPrint,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK501,QK501,N,Yes,0, QL, K5, S,,,TN,NotWritten,Mix,Med,MedSkill,DisconnPrint,LimitedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK505,QK505,M,Yes,0, QL, K1, D,,,TP,Written,,VEasy,MedSkill,ConnectedCursive,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK509,QK509,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,Diff,HighSkill,ConnectedCursive,LimitedVar,MedVar,CommonCombo,No,,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK513,QK513,M,Yes,0, QL, K3, S,,,TP,Written,,Easy,LowSkill,DisconnPrint,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
AHE118,QK522,QK522,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedCursive,MedVar,LimitedVar,CommonCombo,No,,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK528,QK528,M,Yes,0, QS, K5, S,QK460-QK528,QS-Kx-S,TP,Written,,Easy,LowSkill,DisconnPrint,LimitedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
AHE118,QK529,QK529,N,Yes,0, QL, K5, D,,,TN,NotWritten,Mix,Med,HighSkill,ConnectedCursive,LimitedVar,MedVar,CommonCombo,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK539,QK539,M,Yes,0, QL, K3, D,QK458-QK539,QL-K3-x,CA,ProbWritten,,Diff,MedSkill,ConnectedPrint,MedVar,MedVar,CommonCombo,No,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
AHE118,QK554,QK554,M,Yes,0, QL, K1, D,QK554-QK584,QL-Kx-D,IN,ProbNot,Mix,Diff,MedSkill,ConnectedPrint,MedVar,MedVar,CommonCombo,No,,1,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK555,QK555,N,Yes,0, QL, K1, S,,,CN,ProbNot,Mix,Med,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE118,QK559,QK559-QK868,M,Yes,1, QL, K1, S,,,TP,Written,,Easy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE118,QK868,QK559-QK868,M,No,2, QL, K1, S,,,TP,Written,,Easy,MedSkill,ConnectedPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK571,QK571-QK914,N,Yes,1, QL, K1, S,,,TN,NotWritten,Mix,VEasy,MedSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK914,QK571-QK914,N,No,2, QL, K1, S,,,CN,ProbNot,Mix,Med,LowSkill,ConnectedPrint,LimitedVar,LargeVar,SameText,No,,2,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK573,QK573,N,Yes,0, QL, K1, D,,,TN,NotWritten,Mix,Med,MedSkill,Mixed,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK577,QK577,N,Yes,0, QL, K5, S,,,TN,NotWritten,Mix,Easy,LowSkill,DisconnPrint,LimitedVar,LimitedVar,CommonCombo,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK588,QK588,N,Yes,0, QS, K1, S,QK432-QK588,QS-Kx-S,CN,ProbNot,Mix,VDiff,LowSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK590,QK590,M,Yes,0, QL, K5, D,,,TP,Written,,Med,MedSkill,DisconnPrint,LargeVar,LargeVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK595,QK595,N,Yes,0, QL, K5, D,,,CN,ProbNot,Mix,Diff,LowSkill,DisconnPrint,LimitedVar,LimitedVar,CommonCombo,No,,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
AHE118,QK617,QK617,N,Yes,0, QL, K1, S,,,TN,NotWritten,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK618,QK618,N,Yes,0, QL, K1, D,,,TN,NotWritten,Mix,Med,MedSkill,ConnectedCursive,LimitedVar,MedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK624,QK624,N,Yes,0, QS, K3, S,QK507-QK624,Qx-K3-S,CN,ProbNot,Mix,Med,HighSkill,DisconnPrint,LimitedVar,MedVar,SameText,No,,2,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK627,QK627,N,Yes,0, QL, K1, S,,,IA,ProbWritten,,Diff,HighSkill,ConnectedCursive,LimitedVar,LimitedVar,SameText,Yes,,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK635,QK635,N,Yes,0, QL, K3, D,QK548-QK635,QL-K3-x,CN,ProbNot,Mix,Diff,HighSkill,DisconnPrint,LimitedVar,LimitedVar,CommonCombo,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
AHE118,QK637,QK637,N,Yes,0, QL, K3, D,QK637-QK668,Qx-K3-D,CN,ProbNot,Mix,Med,LowSkill,ConnectedPrint,MedVar,LargeVar,CommonCombo,Yes,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK639,QK639,N,Yes,0, QL, K1, S,,,CN,ProbNot,Mix,Diff,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK640,QK640-QK932,M,Yes,1, QL, K3, S,QK521-QK640,QL-K3-x,TP,Written,,Med,HighSkill,Mixed,MedVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
AHE118,QK932,QK640-QK932,M,No,2, QL, K3, S,QK640-QK932,QL-K3-x,TP,Written,,Easy,HighSkill,Mixed,LargeVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK645,QK645,M,Yes,0, QL, K3, D,QK402-QK645,Qx-K3-D,TP,Written,,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
AHE118,QK655,QK655,N,Yes,0, QL, K3, S,,,TN,NotWritten,Mix,Med,LowSkill,ConnectedPrint,MedVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK658,QK658,M,Yes,0, QS, K1, D,QK658-QK904,QS-Kx-D,CA,ProbWritten,,Diff,LowSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,No,,4,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK704,QK704,N,Yes,0, QL, K3, S,,,TN,NotWritten,Mix,Easy,LowSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK706,QK706,M,Yes,0, QL, K5, D,QK706-QK708,QL-Kx-D,TP,Written,,Med,MedSkill,ConnectedPrint,LargeVar,LargeVar,CommonWords,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK717,QK717,N,Yes,0, QL, K5, S,,,TN,NotWritten,Mix,Med,LowSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK720,QK720,M,Yes,0, QL, K5, S,QK354-QK720,QL-Kx-S,TP,Written,,Easy,LowSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK730,QK730,N,Yes,0, QL, K5, D,QK730-QK851,QL-Kx-D,CN,ProbNot,Mix,Diff,MedSkill,DisconnPrint,MedVar,MedVar,CommonCombo,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK734,QK734,N,Yes,0, QL, K3, S,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK737,QK737,M,Yes,0, QL, K5, S,,,TP,Written,,Easy,LowSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK740,QK740,M,Yes,0, QL, K1, S,QK739-QK740,QL-Kx-S,TP,Written,,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK742,QK742,M,Yes,0, QS, K3, D,QK705-QK742,QS-K3-x,IN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LargeVar,CommonWords,No,,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AHE118,QK743,QK743,N,Yes,0, QL, K3, S,,,CN,ProbNot,Mix,Diff,MedSkill,DisconnPrint,MedVar,MedVar,SameText,Yes,,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AHE118,QK757,QK757,N,Yes,0, QS, K3, S,QK757-QK781,QS-K3-x,CN,ProbNot,Mix,Diff,LowSkill,DisconnPrint,LimitedVar,MedVar,SameText,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
AHE118,QK766,QK766,M,Yes,0, QL, K3, S,,,TP,Written,,VEasy,MedSkill,ConnectedCursive,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AHE118,QK768,QK768,M,Yes,0, QL, K1, S,,,CA,ProbWritten,,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
