AnonID,Cset,Mating,Phase,Q01_Q1value,Q02_Q2value,Q03_Caliber,Q04_Twist,Q05_LGnum,Q06_LGwidth,Q07_Rifling,Q08_Conclusion,Q09_Difficulty,Q10_Ammo,Q11_CircumQ1,Q12_CircumQ2,Q13_AmtRiflingQ1,Q14_AmtRiflingQ2
BTAZB,QQ7393,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,Yes,66-100%,66-100%
BTAZB,QQ7419,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BTAZB,QQ7562,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BTAZB,QQ7698,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,CantTell,Insuff,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BTAZB,QQ7709,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BTAZB,QQ8033,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BTAZB,QQ8071,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoPrNo,No,No,66-100%,66-100%
BTAZB,QQ8097,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BTAZB,QQ8122,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,No,66-100%,66-100%
BTAZB,QQ8229,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BTAZB,QQ8520,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BTKFX,QQ5113,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Same,Excl,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BTKFX,QQ5491,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BTKFX,QQ5779,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,ID,Diff,AmmoSame,No,No,33-66%,33-66%
BTKFX,QQ6160,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoPrNo,No,No,33-66%,33-66%
BTKFX,QQ6382,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BTKFX,QQ6435,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BTKFX,QQ6527,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoDiff,No,No,33-66%,33-66%
BTKFX,QQ6890,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoProb,No,No,66-100%,66-100%
BTKFX,QQ7690,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BTKFX,QQ7723,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BTKFX,QQ8017,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,33-66%
BTKFX,QQ8172,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BTKFX,QQ8307,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BTKFX,QQ8633,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BTKFX,QQ8881,Nonmated,Primary (Baseline),Value,Value,Diff,Same,Diff,Diff,Same,Excl,Easy,AmmoPrNo,Yes,Yes,66-100%,66-100%
BTPXA,QQ5177,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoProb,No,No,66-100%,66-100%
BTPXA,QQ5239,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BTPXA,QQ5498,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BTPXA,QQ5791,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BTPXA,QQ6171,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoPrNo,Yes,Yes,66-100%,66-100%
BTPXA,QQ7271,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,33-66%,33-66%
BTPXA,QQ7748,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BTPXA,QQ8181,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BTPXA,QQ8539,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BTPXA,QQ8592,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCJY,QQ5063,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoPrNo,No,Yes,66-100%,66-100%
BUCJY,QQ5140,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BUCJY,QQ5830,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoPrNo,Yes,Yes,66-100%,66-100%
BUCJY,QQ6025,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BUCJY,QQ6778,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCJY,QQ7003,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BUCJY,QQ7163,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BUCJY,QQ7599,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,Yes,66-100%,66-100%
BUCJY,QQ8086,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BUCJY,QQ8340,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,No,66-100%,66-100%
BUCMP,QQ5015,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BUCMP,QQ5077,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCMP,QQ5293,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BUCMP,QQ5329,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,LeanExcl,Diff,AmmoInc,No,No,33-66%,33-66%
BUCMP,QQ5967,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,No,66-100%,33-66%
BUCMP,QQ5988,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Norm,AmmoProb,No,Yes,66-100%,66-100%
BUCMP,QQ6058,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,VDiff,AmmoProb,No,No,66-100%,66-100%
BUCMP,QQ6089,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BUCMP,QQ6337,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCMP,QQ6514,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,No,No,66-100%,66-100%
BUCMP,QQ6709,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCMP,QQ6754,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,No,No,66-100%,66-100%
BUCMP,QQ6821,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,No,No,66-100%,33-66%
BUCMP,QQ6998,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,33-66%,66-100%
BUCMP,QQ7001,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Norm,AmmoInc,Yes,Yes,66-100%,66-100%
BUCMP,QQ7321,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,33-66%,33-66%
BUCMP,QQ7426,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BUCMP,QQ7525,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoProb,No,No,66-100%,66-100%
BUCMP,QQ7552,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUCMP,QQ7615,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BUCMP,QQ7645,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BUCMP,QQ7769,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,No,No,66-100%,66-100%
BUCMP,QQ7889,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoPrNo,Yes,Yes,66-100%,66-100%
BUCMP,QQ8658,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoPrNo,Yes,No,66-100%,33-66%
BUCMP,QQ8786,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,33-66%
BUHNN,QQ5039,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,AmmoInc,Yes,No,66-100%,33-66%
BUHNN,QQ5057,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BUHNN,QQ5077,Nonmated,Primary (Baseline),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ5293,Mated,Primary (Baseline),NV,Value,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ5315,Mated,Primary (2nd assignments),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ5315,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,01-33%,01-33%
BUHNN,QQ5376,Nonmated,Primary (Baseline),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ5439,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,33-66%,33-66%
BUHNN,QQ5555,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ5680,Nonmated,Primary (Baseline),NV,Value,CantTell,Same,Same,CantTell,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ5776,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ5988,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Easy,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ6046,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ6046,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoProb,Yes,No,66-100%,01-33%
BUHNN,QQ6058,Nonmated,Primary (Baseline),NV,NV,Same,Same,Same,CantTell,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ6199,Mated,Primary (Baseline),NV,NV,CantTell,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ6537,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ6538,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoDiff,Yes,No,66-100%,33-66%
BUHNN,QQ6605,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Same,Same,Excl,VEasy,AmmoDiff,No,No,33-66%,01-33%
BUHNN,QQ6611,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoProb,No,No,33-66%,33-66%
BUHNN,QQ6665,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ6736,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,33-66%
BUHNN,QQ6854,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ6867,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ7081,Mated,Primary (2nd assignments),NV,Value,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7081,Mated,Primary (Baseline),NV,Value,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7271,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BUHNN,QQ7293,Mated,Primary (Baseline),Value,Value,Same,Same,Same,CantTell,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BUHNN,QQ7330,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ7370,Nonmated,Primary (Baseline),NV,Value,CantTell,Same,CantTell,CantTell,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7409,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ7409,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ7434,Mated,Primary (Baseline),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7440,Mated,Primary (Baseline),NV,NV,CantTell,Same,CantTell,CantTell,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7525,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,No,No,66-100%,66-100%
BUHNN,QQ7527,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,33-66%,33-66%
BUHNN,QQ7627,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BUHNN,QQ7627,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BUHNN,QQ7748,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BUHNN,QQ7837,Nonmated,Primary (Baseline),NV,Value,CantTell,Same,Diff,Diff,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ7842,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ8047,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ8111,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ8181,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,33-66%
BUHNN,QQ8354,Nonmated,Primary (Baseline),Value,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BUHNN,QQ8483,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUHNN,QQ8529,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,33-66%
BUHNN,QQ8539,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BUHNN,QQ8592,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BUHNN,QQ8863,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,CantTell,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ5005,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoInc,Yes,Yes,66-100%,66-100%
BUVDR,QQ5088,Nonmated,Supplemental,Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ5270,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ5293,Mated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BUVDR,QQ5327,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoInc,Yes,Yes,66-100%,66-100%
BUVDR,QQ5357,Mated,Supplemental,Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ5432,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ5440,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ5463,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BUVDR,QQ5485,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BUVDR,QQ5530,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BUVDR,QQ5540,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,No,Yes,66-100%,66-100%
BUVDR,QQ5601,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ5620,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ5780,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ5840,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ5855,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ5907,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ6170,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BUVDR,QQ6265,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoInc,Yes,No,66-100%,66-100%
BUVDR,QQ6407,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoDiff,Yes,Yes,66-100%,66-100%
BUVDR,QQ6459,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoPrNo,No,No,66-100%,66-100%
BUVDR,QQ6570,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BUVDR,QQ6643,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ6863,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BUVDR,QQ6977,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ6998,Mated,Supplemental,Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ7103,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ7141,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BUVDR,QQ7200,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BUVDR,QQ7219,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ7243,Mated,Supplemental,Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,AmmoPrNo,No,No,66-100%,66-100%
BUVDR,QQ7256,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BUVDR,QQ7363,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BUVDR,QQ7499,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoPrNo,Yes,Yes,66-100%,66-100%
BUVDR,QQ7709,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BUVDR,QQ7769,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BUVDR,QQ8087,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BUVDR,QQ8089,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoPrNo,No,No,66-100%,66-100%
BUVDR,QQ8097,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoInc,Yes,Yes,66-100%,66-100%
BUVDR,QQ8163,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BUVDR,QQ8333,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BUVDR,QQ8513,Mated,Supplemental,Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BVTBR,QQ5369,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BVTBR,QQ5442,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BVTBR,QQ5708,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BVTBR,QQ5732,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BVTBR,QQ5806,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BVTBR,QQ5888,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BVTBR,QQ5911,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,Yes,33-66%,66-100%
BVTBR,QQ5972,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
