AnonID,Cset,Mating,Phase,K01_Q1value,K03_Caliber,K04_Twist,K05_LGnum,K06_LGwidth,K07_Rifling,K08_Conclusion,K09_Difficulty,K10_Comparability,K11_CircumQ1,K12_AmtRiflingQ1
BKSJK,KQ2228,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,ModRepro,Yes,66-100%
BKSJK,KQ2268,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,ModRepro,No,33-66%
BKSJK,KQ2310,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,VDiff,ModRepro,Yes,66-100%
BKSJK,KQ2354,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,Yes,66-100%
BKSJK,KQ2405,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BKSJK,KQ2449,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BKSJK,KQ2602,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,VDiff,ModRepro,Yes,33-66%
BKSJK,KQ2713,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,VDiff,ModRepro,No,33-66%
BKSJK,KQ2718,Mated,Primary (Baseline),Value,Same,CantTell,Same,Same,Same,Insuff,VDiff,HiRepro,No,66-100%
BKSJK,KQ2948,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BKSJK,KQ2981,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,VDiff,ModRepro,Yes,66-100%
BKSJK,KQ3154,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BKSJK,KQ3308,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BKSJK,KQ3563,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BKSJK,KQ3578,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,66-100%
BKSJK,KQ3653,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BKSJK,KQ3713,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,ModRepro,No,66-100%
BKSJK,KQ3775,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BKSJK,KQ3913,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,No,66-100%
BKSJK,KQ4000,Nonmated,Primary (Baseline),Value,CantTell,CantTell,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,33-66%
BKSJK,KQ4055,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BKSJK,KQ4227,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,Yes,66-100%
BKSJK,KQ4230,Nonmated,Supplemental,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BKSJK,KQ4244,Nonmated,Primary (Baseline),Value,CantTell,CantTell,CantTell,Diff,Same,Excl,VEasy,ModRepro,No,33-66%
BKSJK,KQ4343,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,HiRepro,No,66-100%
BKSJK,KQ4345,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BKSJK,KQ4463,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BKSJK,KQ4480,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BKSJK,KQ4483,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,VDiff,ModRepro,Yes,66-100%
BKSJK,KQ4493,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BKSJK,KQ4530,Nonmated,Supplemental,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BKSJK,KQ4615,Mated,Primary (Baseline),Value,Same,CantTell,Same,Same,Same,LeanID,Diff,ModRepro,Yes,33-66%
BKSJK,KQ4642,Nonmated,Supplemental,Value,CantTell,CantTell,CantTell,Same,Same,Insuff,VDiff,ModRepro,No,66-100%
BKSJK,KQ4667,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,VDiff,LowRepro,No,66-100%
BKSJK,KQ4729,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BKSJK,KQ4856,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BKSJK,KQ4858,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BKSJK,KQ4896,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLTYH,KQ1517,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,33-66%
BLTYH,KQ1590,Nonmated,Supplemental,Value,CantTell,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLTYH,KQ1833,Nonmated,Primary (Baseline),Value,CantTell,Same,Diff,Diff,Diff,Excl,VEasy,HiRepro,Yes,66-100%
BLTYH,KQ2048,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Easy,LowRepro,Yes,66-100%
BLTYH,KQ2138,Nonmated,Supplemental,Value,CantTell,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BLTYH,KQ2190,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLTYH,KQ2397,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,No,66-100%
BLTYH,KQ2407,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLTYH,KQ2483,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,CantTell,Excl,Easy,HiRepro,Yes,66-100%
BLTYH,KQ3477,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,ModRepro,Yes,66-100%
BLTYH,KQ3859,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BLTYH,KQ4156,Mated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BLTYH,KQ4238,Nonmated,Supplemental,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,HiRepro,No,33-66%
BLTYH,KQ4570,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BLTYH,KQ4699,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,CantTell,Same,Insuff,VDiff,LowRepro,No,66-100%
BLUSP,KQ1014,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,ModRepro,No,66-100%
BLUSP,KQ1082,Mated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,ID,Diff,ModRepro,No,66-100%
BLUSP,KQ2316,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,ID,Easy,ModRepro,Yes,66-100%
BLUSP,KQ2366,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BLUSP,KQ2385,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Diff,Same,Excl,VEasy,ModRepro,No,66-100%
BLUSP,KQ2623,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,ModRepro,Yes,66-100%
BLUSP,KQ3326,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BLUSP,KQ3868,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Insuff,VDiff,ModRepro,No,66-100%
BLUSP,KQ4090,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,VDiff,ModRepro,No,66-100%
BLUSP,KQ4533,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,HiRepro,No,66-100%
BLVYW,KQ1443,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BLVYW,KQ1728,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLVYW,KQ1755,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLVYW,KQ1868,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLVYW,KQ1889,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,HiRepro,Yes,66-100%
BLVYW,KQ2076,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,HiRepro,No,33-66%
BLVYW,KQ2239,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLVYW,KQ2280,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,No,33-66%
BLVYW,KQ2296,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLVYW,KQ3118,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,66-100%
BLVYW,KQ3175,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BLVYW,KQ3247,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLVYW,KQ3333,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BLVYW,KQ3488,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,HiRepro,Yes,66-100%
BLVYW,KQ3502,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BLVYW,KQ3650,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BLVYW,KQ3933,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLVYW,KQ3949,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BLVYW,KQ4447,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Easy,HiRepro,No,66-100%
BLVYW,KQ4470,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Norm,LowRepro,Yes,66-100%
BLXFT,KQ1060,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,No,66-100%
BLXFT,KQ1341,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,VDiff,LowRepro,Yes,33-66%
BLXFT,KQ1421,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,Yes,66-100%
BLXFT,KQ1438,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLXFT,KQ1476,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,01-33%
BLXFT,KQ1708,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLXFT,KQ1767,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,33-66%
BLXFT,KQ1797,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,No,33-66%
BLXFT,KQ1797,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,No,33-66%
BLXFT,KQ1946,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BLXFT,KQ2173,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,No,66-100%
BLXFT,KQ2202,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BLXFT,KQ2231,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BLXFT,KQ2294,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BLXFT,KQ2406,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLXFT,KQ2472,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,No,33-66%
BLXFT,KQ2582,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ2684,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,LowRepro,Yes,66-100%
BLXFT,KQ2684,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,Yes,66-100%
BLXFT,KQ2741,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,33-66%
BLXFT,KQ3049,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Diff,Same,Excl,Diff,LowRepro,No,33-66%
BLXFT,KQ3065,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,33-66%
BLXFT,KQ3102,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,CantTell,Same,LeanExcl,Diff,ModRepro,No,66-100%
BLXFT,KQ3102,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BLXFT,KQ3184,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BLXFT,KQ3253,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BLXFT,KQ3311,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,Yes,66-100%
BLXFT,KQ3572,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Easy,HiRepro,Yes,66-100%
BLXFT,KQ3598,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ3654,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ3667,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Easy,HiRepro,Yes,66-100%
BLXFT,KQ3716,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,ModRepro,No,33-66%
BLXFT,KQ3828,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,LowRepro,No,33-66%
BLXFT,KQ3828,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,33-66%
BLXFT,KQ3873,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,33-66%
BLXFT,KQ3940,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BLXFT,KQ3970,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BLXFT,KQ4004,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BLXFT,KQ4269,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,No,66-100%
BLXFT,KQ4277,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ4306,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
BLXFT,KQ4347,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Excl,Diff,LowRepro,No,66-100%
BLXFT,KQ4369,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ4369,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BLXFT,KQ4405,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BLXFT,KQ4461,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,VDiff,LowRepro,No,33-66%
BLXFT,KQ4501,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,LowRepro,No,33-66%
BLXFT,KQ4527,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BLXFT,KQ4680,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,No,66-100%
BLXFT,KQ4786,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VDiff,LowRepro,Yes,66-100%
BLXFT,KQ4850,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ1177,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BMNMS,KQ1185,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BMNMS,KQ1270,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ1316,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BMNMS,KQ1519,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,LowRepro,No,66-100%
BMNMS,KQ1556,Nonmated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ1556,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BMNMS,KQ1694,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMNMS,KQ1734,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ1776,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,Norm,ModRepro,No,33-66%
BMNMS,KQ2053,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2091,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ2091,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ2268,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,33-66%
BMNMS,KQ2299,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BMNMS,KQ2307,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,01-33%
BMNMS,KQ2337,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2426,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2564,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,66-100%
BMNMS,KQ2726,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2759,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2839,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ2964,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
BMNMS,KQ3000,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMNMS,KQ3215,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,No,66-100%
BMNMS,KQ3308,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ3415,Nonmated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ3415,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BMNMS,KQ3437,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,01-33%
BMNMS,KQ3446,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ3470,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMNMS,KQ3545,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,Norm,LowRepro,No,33-66%
BMNMS,KQ3578,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ3681,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMNMS,KQ3731,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ3735,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BMNMS,KQ3823,Nonmated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BMNMS,KQ3823,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BMNMS,KQ3885,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ3885,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BMNMS,KQ3913,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ3937,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BMNMS,KQ3996,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BMNMS,KQ4037,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BMNMS,KQ4041,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,ID,Diff,ModRepro,Yes,66-100%
BMNMS,KQ4485,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,LowRepro,Yes,66-100%
BMNMS,KQ4626,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BMNMS,KQ4803,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,66-100%
BMNMS,KQ4896,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMNMS,KQ4915,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BMPGW,KQ2145,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMPGW,KQ2449,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,33-66%
BMPGW,KQ3154,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BMPGW,KQ3713,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BMPGW,KQ3799,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BMPGW,KQ3941,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,66-100%
BMPGW,KQ4000,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BMPGW,KQ4480,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BMPGW,KQ4493,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,Yes,66-100%
BMPGW,KQ4525,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BMPGW,KQ4530,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,HiRepro,No,33-66%
BMPGW,KQ4615,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,33-66%
BMPGW,KQ4729,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BMPGW,KQ4858,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BMPGW,KQ4923,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,Yes,66-100%
BNFET,KQ1014,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BNFET,KQ1082,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,No,66-100%
BNFET,KQ1084,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,ModRepro,No,33-66%
BNFET,KQ1378,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
